N;N-Inaorig;Proband;Age;Sprache;Expression;Group;TypeDet;Type;PronNP;Character;Function
LL297;NIO295;B8;Adults;Mon;die beiden Freunde;1;defNP;defNP;NP;Main;Maintenance
LL298;NIO296;B8;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL299;NIO297;B8;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL300;NIO298;B8;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL301;NIO299;B8;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL302;NIO300;B8;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL303;NIO301;B8;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL304;NIO302;B8;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL305;NIO303;B8;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL306;NIO304;B8;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Reintroduction
LL307;NIO305;B8;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Maintenance
LL308;NIO306;B8;Adults;Mon;Max, Tim und Bello;1;EN | EN | EN;Name;NP;Main;Reintroduction
LL309;NIO307;B8;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL310;NIO308;B8;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL311;NIO310;B8;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL312;NIO311;B8;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL313;NIO312;B8;Adults;Mon;das kleine Wesen;1;defNP;defNP;NP;Secondary;Maintenance
LL314;NIO313;B8;Adults;Mon;den dreien;1;defNP;defNP;NP;Main;Reintroduction
LL315;NIO314;B8;Adults;Mon;[Hinter] dem Wesen;1;defNP;defNP;NP;Secondary;Reintroduction
LL316;NIO316;B8;Adults;Mon;Die grüne Figur;1;defNP;defNP;NP;Secondary;Maintenance
LL317;NIO317;B8;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL318;NIO318;B8;Adults;Mon;Es;1;PP;Pron;Pron;Secondary;Maintenance
LL319;NIO319;B8;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL320;NIO320;B8;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Reintroduction
LL321;NIO321;B8;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL322;NIO322;B8;Adults;Mon;Beide;1;IP;Pron;Pron;Main;Maintenance
LL323;NIO323;B8;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL324;NIO324;B8;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL325;NIO325;B8;Adults;Mon;der;1;DP;Pron;Pron;Main;Maintenance
LL326;NIO326;B8;Adults;Mon;die beiden Gestalten;1;defNP;defNP;NP;Secondary;Reintroduction
LL327;NIO327;B8;Adults;Mon;Ø;1;NSA;null;Pron;Main;Reintroduction
LL328;NIO328;B8;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL329;NIO329;B8;Adults;Mon;die Freunde;1;defNP;defNP;NP;Main;Maintenance
LL330;NIO330;B17;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL331;NIO331;B17;Adults;Mon;Er;1;PP;Pron;Pron;Main;Maintenance
LL332;NIO332;B17;Adults;Mon;[mit] seinem Freund Max;1;defNP;defNP;NP;Main;Reintroduction
LL333;NIO333;B17;Adults;Mon;Tim und Bello;1;EN | EN;Name;NP;Main;Reintroduction
LL334;NIO334;B17;Adults;Mon;[auf] Max;1;EN;Name;NP;Main;Maintenance
LL335;NIO335;B17;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL336;NIO336;B17;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL337;NIO337;B17;Adults;Mon;der;1;RP;Pron;Pron;Main;Maintenance
LL338;NIO338;B17;Adults;Mon;[neben] ihm;1;PP;Pron;Pron;Main;Maintenance
LL339;NIO339;B17;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL340;NIO340;B17;Adults;Mon;Max;1;EN;Name;NP;Main;Maintenance
LL341;NIO341;B17;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL342;NIO342;B17;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL343;NIO343;B17;Adults;Mon;Ø;1;NSA;null;Pron;Main;Reintroduction
LL344;NIO344;B17;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL345;NIO345;B17;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL346;NIO346;B17;Adults;Mon;[vor] ihnen;1;PP;Pron;Pron;Main;Maintenance
LL347;NIO347;B17;Adults;Mon;Tim und Max;1;EN | EN ;Name;NP;Main;Reintroduction
LL348;NIO348;B17;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL349;NIO349;B17;Adults;Mon;Die beiden Jungen ;1;defNP;defNP;NP;Main;Reintroduction
LL350;NIO350;B17;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL351;NIO351;B17;Adults;Mon;Max und Bello;1;EN | EN;Name;NP;Main;Reintroduction
LL352;NIO352;B17;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL353;NIO353;B17;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL354;NIO354;B17;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL355;NIO355;B17;Adults;Mon;[vor] ihnen;1;PP;Pron;Pron;Main;Maintenance
LL356;NIO357;B17;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL357;NIO359;B17;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL358;NIO360;B17;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL359;NIO361;B17;Adults;Mon;Bello, Tim und Max;1;EN | EN | EN ;Name;NP;Main;Reintroduction
LL360;NIO362;B17;Adults;Mon;die beiden Geschöpfe;1;defNP;defNP;NP;Secondary;Reintroduction
LL361;NIO363;B17;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL362;NIO364;B17;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL363;NIO365;B17;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL364;NIO366;B17;Adults;Mon;Die beiden Kreaturen;1;defNP;defNP;NP;Secondary;Reintroduction
LL365;NIO367;B17;Adults;Mon;Bello;1;EN;Name;NP;Main;Maintenance
LL366;NIO368;B17;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL367;NIO370;B22;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Reintroduction
LL368;NIO371;B22;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL369;NIO372;B22;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL370;NIO373;B22;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL371;NIO374;B22;Adults;Mon;Ø;1;NSA;null;Pron;Main;Reintroduction
LL372;NIO375;B22;Adults;Mon;Die beiden Jungs;1;defNP;defNP;NP;Main;Reintroduction
LL373;NIO376;B22;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL374;NIO377;B22;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL375;NIO378;B22;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL376;NIO379;B22;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL377;NIO380;B22;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL378;NIO381;B22;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL379;NIO382;B22;Adults;Mon;der;1;RP;Pron;Pron;Main;Maintenance
LL380;NIO383;B22;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL381;NIO384;B22;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL382;NIO385;B22;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL383;NIO386;B22;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL384;NIO387;B22;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL385;NIO388;B22;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL386;NIO389;B22;Adults;Mon;Die Jungs;1;defNP;defNP;NP;Main;Reintroduction
LL387;NIO390;B22;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL388;NIO391;B22;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL389;NIO392;B22;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL390;NIO393;B22;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL391;NIO394;B22;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL392;NIO395;B22;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL393;GL7;B22;Adults;Mon;[hinter] ihnen;1;Pron;Pron;Pron;Main;Reintroduction
LL394;NIO397;B22;Adults;Mon;Tim, Max und Bello;1;EN | EN | EN ;Name;NP;Main;Maintenance
LL395;NIO398;B22;Adults;Mon;der Oger;1;defNP;defNP;NP;Secondary;Reintroduction
LL396;NIO399;B22;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL397;NIO400;B22;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL398;NIO401;B22;Adults;Mon;der Ober;1;defNP;defNP;NP;Secondary;Reintroduction
LL399;NIO402;B22;Adults;Mon;er;1;PP;Pron;Pron;Main;Reintroduction
LL400;NIO403;B22;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL401;NIO404;B22;Adults;Mon;Max;1;EN;Name;NP;Main;Maintenance
LL402;NIO405;B23;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL403;NIO406;B23;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL404;NIO407;B23;Adults;Mon;[vor] ihnen;1;PP;Pron;Pron;Main;Reintroduction
LL405;NIO408;B23;Adults;Mon;Die Drei;1;defNP;defNP;NP;Main;Reintroduction
LL406;NIO409;B23;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL407;NIO410;B23;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL408;NIO411;B23;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL409;NIO412;B23;Adults;Mon;die Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL410;GL8;B23;Adults;Mon;Die Drei;1;defNP;defNP;NP;Main;Reintroduction
LL411;NIO413;B23;Adults;Mon;[neben] ihm;1;PP;Pron;Pron;Secondary;Maintenance
LL412;NIO414;B23;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL413;GL9;B23;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL414;GL10;B23;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL415;NIO415;B27;Adults;Mon ;Tim;1;EN;Name;NP;Main;Maintenance
LL416;NIO416;B27;Adults;Mon ;Ø;1;NSA;null;Pron;Main;Maintenance
LL417;NIO417;B27;Adults;Mon;Die beiden Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL418;NIO418;B27;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL419;NIO419;B27;Adults;Mon;Tim und Max ;1;EN | EN;Name;NP;Main;Reintroduction
LL420;NIO420;B27;Adults;Mon;die beiden;1;defNP;defNP;NP;Main;Maintenance
LL421;NIO421;B27;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL422;NIO422;B27;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL423;NIO423;B27;Adults;Mon;Die beiden Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL424;NIO424;B27;Adults;Mon;die  beiden Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL425;NIO425;B27;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL426;NIO426;B27;Adults;Mon;seinen Freund Tim ;1;defNP;defNP;NP;Main;Reintroduction
LL427;NIO427;B27;Adults;Mon;Die beiden;1;defNP;defNP;NP;Main;Maintenance
LL428;NIO428;B27;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL429;NIO429;B27;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL430;GL11;B27;Adults;Mon;seinem Hund;1;defNP;defNP;NP;Main;Reintroduction
LL431;NIO430;B27;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Reintroduction
LL432;NIO431;B27;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL433;NIO432;B27;Adults;Mon;[vor] ihnen;1;PP;Pron;Pron;Main;Maintenance
LL434;NIO433;B27;Adults;Mon;die;1;RP;Pron;Pron;Secondary;Maintenance
LL435;NIO434;B27;Adults;Mon;Der eine;1;defNP;defNP;NP;Secondary;Reintroduction
LL436;NIO435;B27;Adults;Mon;er;1;PP;Pron;Pron;Secondary;Maintenance
LL437;NIO436;B27;Adults;Mon;Beide;1;IP;Pron;Pron;Secondary;Reintroduction
LL438;NIO437;B27;Adults;Mon;Max und Tim ;1;EN | EN;Name;NP;Main;Reintroduction
LL439;NIO438;B27;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL440;NIO439;B27;Adults;Mon;Bello  ;1;EN;Name;NP;Main;Reintroduction
LL441;NIO440;B27;Adults;Mon;[hinter]Tim;1;EN;Name;NP;Main;Reintroduction
LL442;NIO441;B27;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL443;NIO442;B27;Adults;Mon;[auf] die beiden unbekannten Kreaturen;1;defNP;defNP;NP;Secondary;Reintroduction
LL444;NIO443;B27;Adults;Mon;Die beiden;1;defNP;defNP;NP;Secondary;Maintenance
LL445;NIO444;B27;Adults;Mon;Tim ;1;EN;Name;NP;Main;Reintroduction
LL446;NIO445;B27;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL447;NIO446;B27;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL448;NIO447;B27;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL449;NIO448;B27;Adults;Mon;Die beiden Kreaturen;1;defNP;defNP;NP;Secondary;Reintroduction
LL450;NIO449;B27;Adults;Mon;Der Grüne der beiden Unbekannten;1;defNP;defNP;NP;Secondary;Reintroduction
LL451;NIO450;B27;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Reintroduction
LL452;NIO451;B27;Adults;Mon;[von] seinem Weggefährten;1;defNP;defNP;NP;Secondary;Reintroduction
LL453;GL12;B27;Adults;Mon;Hugo;1;EN;Name;NP;Secondary;Reintroduction
LL454;GL13;B27;Adults;Mon;Die beiden Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL455;NIO452;B27;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL456;NIO453;B30;Adults;Mon;Tim, Max und Bello;1;EN | EN | EN;Name;NP;Main;Maintenance
LL457;NIO454;B30;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL458;NIO455;B30;Adults;Mon;die;1;RP;Pron;Pron;Secondary;Maintenance
LL459;NIO457;B30;Adults;Mon;[vor] ihnen;1;PP;Pron;Pron;Main;Reintroduction
LL460;NIO458;B30;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Maintenance
LL461;NIO459;B30;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Reintroduction
LL462;NIO460;B30;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL463;NIO461;B30;Adults;Mon;den beiden Ungeheuern;1;defNP;defNP;NP;Secondary;Reintroduction
LL464;NIO462;B30;Adults;Mon;Diese;1;DP;Pron;Pron;Secondary;Maintenance
LL465;NIO463;B30;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL466;NIO464;B30;Adults;Mon;Tim und Max ;1;EN | EN;Name;NP;Main;Reintroduction
LL467;NIO465;B30;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL468;NIO466;B30;Adults;Mon;[hinter] ihnen;1;PP;Pron;Pron;Main;Maintenance
LL469;NIO467;B30;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL470;NIO468;B30;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL471;NIO469;B30;Adults;Mon;die Monster;1;defNP;defNP;NP;Secondary;Reintroduction
LL472;NIO470;B30;Adults;Mon;der Gnom;1;defNP;defNP;NP;Secondary;Reintroduction
LL473;NIO471;B30;Adults;Mon;Das Monster;1;defNP;defNP;NP;Secondary;Reintroduction
LL474;NIO472;B30;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL475;GL14;B30;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL476;GL15;B30;Adults;Mon;die beiden Gestalten;1;defNP;defNP;NP;Secondary;Reintroduction
LL477;NIO473;B30;Adults;Mon;der Gnom;1;defNP;defNP;NP;Secondary;Reintroduction
LL478;GL16;B30;Adults;Mon;Tim ;1;EN;Name;NP;Main;Reintroduction
LL479;NIO474;B30;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL480;GL17;B30;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL481;NIO475;B30;Adults;Mon;der Org;1;defNP;defNP;NP;Secondary;Reintroduction
LL482;GL18;B30;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL483;NIO476;B30;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL484;NIO477;B30;Adults;Mon;Bello;1;EN;Name;NP;Main;Maintenance
LL485;GL19;B30;Adults;Mon;Bello;1;EN;Name;NP;Main;Maintenance
LL486;NIO478;B30;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL487;NIO479;B30;Adults;Mon;[von] ihm;1;PP;Pron;Pron;Main;Maintenance
LL488;NIO480;B30;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL489;NIO481;B30;Adults;Mon;der Gnom;1;defNP;defNP;NP;Secondary;Reintroduction
LL490;NIO482;B30;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL491;NIO483;B30;Adults;Mon;beide Ungeheuer;1;defNP;defNP;NP;Secondary;Reintroduction
LL492;GL20;B30;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL493;GL21;B30;Adults;Mon;der Gnom;1;defNP;defNP;NP;Secondary;Reintroduction
LL494;GL22;B30;Adults;Mon;Tim ;1;EN;Name;NP;Main;Reintroduction
LL495;NIO484;B30;Adults;Mon;die Ungeheuer;1;defNP;defNP;NP;Secondary;Reintroduction
LL496;NIO485;B30;Adults;Mon;sie beide;1;PP | IP;Pron;Pron;Secondary;Maintenance
LL497;NIO486;B30;Adults;Mon;die Ungeheuer;1;defNP;defNP;NP;Secondary;Reintroduction
LL498;NIO487;B30;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL499;NIO488;B30;Adults;Mon;den Kindern;1;defNP;defNP;NP;Main;Reintroduction
LL500;NIO489;B30;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL501;NIO490;B30;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL502;NIO491;B30;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL503;NIO492;B30;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL504;GL23;B30;Adults;Mon;der Org;1;defNP;defNP;NP;Secondary;Reintroduction
LL505;NIO493;B30;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL506;NIO494;B30;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Reintroduction
LL507;NIO495;B36;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Maintenance
LL508;NIO496;B36;Adults;Mon;die beiden;1;defNP;defNP;NP;Main;Reintroduction
LL509;NIO497;B36;Adults;Mon;die beiden;1;defNP;defNP;NP;Main;Maintenance
LL510;NIO498;B36;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL511;NIO499;B36;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL512;NIO500;B36;Adults;Mon;Max und [natürlich auch]Bello;1;EN | EN;Name;NP;Main;Reintroduction
LL513;NIO501;B36;Adults;Mon;welcher;1;RP;Pron;Pron;Main;Maintenance
LL514;NIO502;B36;Adults;Mon;den beiden ;1;defNP;defNP;NP;Main;Maintenance
LL515;NIO503;B36;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL516;NIO504;B36;Adults;Mon;die Drei;1;defNP;defNP;NP;Main;Reintroduction
LL517;NIO505;B36;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL518;NIO506;B36;Adults;Mon;Die beiden;1;defNP;defNP;NP;Secondary;Maintenance
LL519;NIO507;B36;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL520;NIO508;B36;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL521;NIO509;B36;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL522;NIO510;B36;Adults;Mon;die beiden;1;defNP;defNP;NP;Secondary;Reintroduction
LL523;NIO511;B36;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL524;NIO512;B36;Adults;Mon;welcher;1;RP;Pron;Pron;Main;Maintenance
LL525;NIO513;B36;Adults;Mon;die beiden;1;defNP;defNP;NP;Secondary;Maintenance
LL526;NIO514;B36;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Reintroduction
LL527;NIO515;B36;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL528;NIO516;B36;Adults;Mon;die beiden gestalten;1;defNP;defNP;NP;Secondary;Reintroduction
LL529;NIO517;B36;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL530;NIO518;B36;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL531;NIO519;B36;Adults;Mon;er ;1;PP;Pron;Pron;Main;Maintenance
LL532;NIO520;B36;Adults;Mon;die beiden Kreaturen;1;defNP;defNP;NP;Secondary;Reintroduction
LL533;NIO521;B36;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL534;NIO522;B36;Adults;Mon;Max und Bello;1;EN | EN;Name;NP;Main;Reintroduction
LL535;NIO523;B36;Adults;Mon;Der Troll und der Elf;1;defNP | defNP;defNP;NP;Secondary;Reintroduction
LL536;NIO524;B36;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL537;NIO525;B36;Adults;Mon;ihnen;1;PP;Pron;Pron;Secondary;Maintenance
LL538;NIO526;B36;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL539;NIO527;B36;Adults;Mon;den beiden;1;defNP;defNP;NP;Secondary;Maintenance
LL540;NIO528;B36;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL541;NIO529;B36;Adults;Mon;Ø;1;NSA;null;Pron;Main;Reintroduction
LL542;NIO530;B36;Adults;Mon;ihnen;1;PP;Pron;Pron;Secondary;Reintroduction
LL543;NIO531;B36;Adults;Mon;die beiden;1;defNP;defNP;NP;Secondary;Maintenance
LL544;NIO532;B36;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL545;NIO533;B36;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL546;NIO534;B36;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Reintroduction
LL547;NIO535;B36;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL548;NIO536;B42;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL549;NIO537;B42;Adults;Mon;mit Max und Bello  ;1;EN | EN;Name;NP;Main;Maintenance
LL550;NIO538;B42;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL551;NIO539;B42;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL552;NIO540;B42;Adults;Mon;mit Max;1;EN;Name;NP;Main;Reintroduction
LL553;NIO541;B42;Adults;Mon;die Drei;1;defNP;defNP;NP;Main;Reintroduction
LL554;NIO542;B42;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL555;NIO543;B42;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL556;NIO544;B42;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL557;NIO545;B42;Adults;Mon;den Beiden;1;defNP;defNP;NP;Main;Maintenance
LL558;NIO546;B42;Adults;Mon;ihnen;1;PP;Pron;Pron;Main;Reintroduction
LL559;NIO547;B42;Adults;Mon;die beiden Kinder Tim und Max;1;defNP+EN+EN;Name;NP;Main;Reintroduction
LL560;NIO548;B42;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL561;NIO549;B42;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL562;NIO550;B42;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL563;NIO551;B42;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL564;NIO552;B42;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL565;NIO553;B45;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL566;NIO554;B45;Adults;Mon;Tim, Max und Bello;1;EN | EN | EN;Name;NP;Main;Reintroduction
LL567;NIO555;B45;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL568;NIO556;B45;Adults;Mon;die;1;RP;Pron;Pron;Secondary;Maintenance
LL569;NIO557;B45;Adults;Mon;Die eine Gestalt;1;defNP;defNP;NP;Secondary;Reintroduction
LL570;NIO558;B45;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL571;NIO559;B45;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL572;NIO560;B45;Adults;Mon;Die andere Gestalt;1;defNP;defNP;NP;Secondary;Reintroduction
LL573;NIO561;B45;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Maintenance
LL574;NIO562;B45;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL575;NIO563;B45;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL576;NIO564;B45;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL577;NIO565;B45;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL578;NIO566;B45;Adults;Mon;Bello;1;EN ;Name;NP;Main;Reintroduction
LL579;NIO567;B45;Adults;Mon;die beiden seltsamen Wesen;1;defNP;defNP;NP;Secondary;Reintroduction
LL580;NIO568;B45;Adults;Mon;die beiden Kreaturen;1;defNP;defNP;NP;Secondary;Maintenance
LL581;NIO569;B45;Adults;Mon;ihnen ;1;PP;Pron;Pron;Main;Reintroduction
LL582;NIO570;B50;Adults;Mon;Tim, Max und Bello;1;EN | EN | EN;Name;NP;Main;Maintenance
LL583;NIO571;B50;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL584;NIO572;B50;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Reintroduction
LL585;NIO573;B50;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL586;NIO574;B50;Adults;Mon;die Gestalten;1;defNP;defNP;NP;Secondary;Maintenance
LL587;NIO575;B50;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Reintroduction
